District,Health Facility,Date
Mwinilunga,Chiwoma,6/26/2009
Mwinilunga,Kanyihampa,7/2/2009
Mwinilunga,Sailunga,7/3/2009
Mwinilunga,Kanyihampa,7/8/2009
Mwinilunga,Kanyihampa,7/9/2009
Mwinilunga,Kanyihampa,7/15/2009
Mwinilunga,Sachibondu,7/16/2009
Mwinilunga,Ikelenge,7/16/2009
Mwinilunga,Kanyihampa,7/16/2009
Mwinilunga,Kayipaka,7/16/2009
Mwinilunga,Kafweku,7/17/2009
Mwinilunga,Jimbe,7/17/2009
Mwinilunga,Salujinga,7/17/2009
Mwinilunga,Nyangombe,7/20/2009
Mwinilunga,Katuyola,7/20/2009
Mwinilunga,Kanyihampa,7/21/2009
Mwinilunga,Kazozu,7/22/2009
Mwinilunga,Chisengi sengi,7/22/2009
Mwinilunga,Tom ilunga,7/22/2009
Mwinilunga,Musangila,7/23/2009
Mwinilunga,Sakapoti,7/23/2009
Mwinilunga,Ntambu sachitolu,7/23/2009
Mwinilunga,Lwawu,7/23/2009
Mwinilunga,Kakoma,7/27/2009
Mwinilunga,Sailunga,7/27/2009
Mwinilunga,Kapundu,7/28/2009
Mwinilunga,Kanyama,7/28/2009
Mwinilunga,Kamapanda,7/29/2009
Mwinilunga,Chiwoma,7/29/2009
Mwinilunga,Kanzenzi,7/29/2009
Mwinilunga,Ikelenge,7/29/2009
Mwinilunga,Mukangala,7/29/2009
Mwinilunga,Chibwika,7/29/2009
Mwinilunga,Lumwana west,7/30/2009
Mwinilunga,Sachibondu,7/31/2009
Mwinilunga,Jimbe,8/5/2009
Mwinilunga,Kanyihampa,8/7/2009
Mwinilunga,Sakapoti,8/11/2009
Mwinilunga,Ntambu sachitolu,8/11/2009
Mwinilunga,Musangila,8/11/2009
Mwinilunga,Ikelenge,8/12/2009
Mwinilunga,Kawota,8/12/2009
Mwinilunga,Lwawu,8/13/2009
Mwinilunga,Kakoma,8/13/2009
Mwinilunga,Chibwika,8/18/2009
Mwinilunga,Kamapanda,8/18/2009
Mwinilunga,Chiwoma,8/19/2009
Mwinilunga,Kanzenzi,8/19/2009
Mwinilunga,Nyangombe,8/20/2009
Mwinilunga,Katuyola,8/20/2009
Mwinilunga,Sailunga,8/20/2009
Mwinilunga,Chisengi sengi,8/21/2009
Mwinilunga,Kazozu,8/21/2009
Mwinilunga,Tom ilunga,8/21/2009
Mwinilunga,Mukangala,8/26/2009
Mwinilunga,Ikelenge,8/26/2009
Mwinilunga,Kawota,8/26/2009
Mwinilunga,Kafweku,8/26/2009
Mwinilunga,Jimbe,8/27/2009
Mwinilunga,Salujinga,8/27/2009
Mwinilunga,Kayipaka,8/27/2009
Mwinilunga,Kapundu,8/28/2009
Mwinilunga,Kanyama,8/28/2009
Mwinilunga,Kakoma,8/29/2009
Mwinilunga,Lumwana,8/29/2009
Mwinilunga,Kazozu,9/9/2009
Mwinilunga,Kanyihampa,9/10/2009
Mwinilunga,Mukangala,9/10/2009
Mwinilunga,Lumwana west,9/18/2009
Mwinilunga,Musangila,9/18/2009
Mwinilunga,Lwawu,9/18/2009
Mwinilunga,Sakapoti,9/18/2009
Mwinilunga,Sachibondu,9/22/2009
Mwinilunga,Kazozu,9/23/2009
Mwinilunga,Tom ilunga,9/23/2009
Mwinilunga,Katuyola,9/24/2009
Mwinilunga,Nyangombe,9/24/2009
Mwinilunga,Sailunga,9/24/2009
Mwinilunga,Chisengi sengi,9/24/2009
Mwinilunga,Sachibondu,9/25/2009
Mwinilunga,Mukangala,9/25/2009
Mwinilunga,Ikelenge,9/25/2009
Mwinilunga,Kawota,9/25/2009
Mwinilunga,Kayipaka,9/26/2009
Mwinilunga,Salujinga,9/26/2009
Mwinilunga,Jimbe,9/26/2009
Mwinilunga,Kafweku,9/26/2009
Mwinilunga,Chibwika,9/28/2009
Mwinilunga,Kamapanda,9/28/2009
Mwinilunga,Chiwoma,9/29/2009
Mwinilunga,Kanzenzi,9/29/2009
Mwinilunga,Kapundu,9/30/2009
Mwinilunga,Kanyama,9/30/2009
Mwinilunga,Kakoma,10/1/2009
Mwinilunga,Lumwana west,10/1/2009
Mwinilunga,Kakoma,10/1/2009
Mwinilunga,Lumwana west,10/1/2009
Mwinilunga,Ikelenge,10/20/2009
Mwinilunga,Kawota,10/20/2009
Mwinilunga,Kayipaka,10/20/2009
Mwinilunga,Salujinga,10/20/2009
Mwinilunga,Jimbe,10/20/2009
Mwinilunga,Kafweku,10/20/2009
Mwinilunga,Kapundu,10/22/2009
Mwinilunga,Kanyama,10/22/2009
Mwinilunga,Kakoma,10/22/2009
Mwinilunga,Lumwana west,10/22/2009
Mwinilunga,Lwawu,10/23/2009
Mwinilunga,Musangila,10/23/2009
Mwinilunga,Sakapoti,10/23/2009
Mwinilunga,Sailunga,10/27/2009
Mwinilunga,Kazozu,10/27/2009
Mwinilunga,Chisengi sengi,10/27/2009
Mwinilunga,Tom ilunga,10/27/2009
Mwinilunga,Kamapanda,10/30/2009
Mwinilunga,Chibwika,10/30/2009
Mwinilunga,Chiwoma,10/30/2009
Mwinilunga,Kanzenzi,10/30/2009
Mwinilunga,Katuyola,11/3/2009
Mwinilunga,Nyangombe,11/3/2009
Mwinilunga,Katuyola,11/3/2009
Mwinilunga,Nyangombe,11/3/2009
Mwinilunga,Kanyihampa,11/16/2009
Mwinilunga,Kanyihampa,11/18/2009
Mwinilunga,Chiwoma,11/19/2009
Mwinilunga,Nyangombe,11/20/2009
Mwinilunga,Katuyola,11/20/2009
Mwinilunga,Sachibondu,11/23/2009
Mwinilunga,Mukangala,11/23/2009
Mwinilunga,Kayipaka,11/23/2009
Mwinilunga,Salujinga,11/24/2009
Mwinilunga,Jimbe,11/24/2009
Mwinilunga,Kafweku,11/24/2009
Mwinilunga,Kawota,11/25/2009
Mwinilunga,Ikelenge,11/25/2009
Mwinilunga,Sakapoti,11/27/2009
Mwinilunga,Kakoma,12/1/2009
Mwinilunga,Kamapanda,12/2/2009
Mwinilunga,Kanzenzi,12/2/2009
Mwinilunga,Chibwika,12/2/2009
Mwinilunga,Ikelenge,12/3/2009
Mwinilunga,Kapundu,12/8/2009
Mwinilunga,Musangila,12/8/2009
Mwinilunga,Mukangala,12/9/2009
Mwinilunga,Ikelenge,12/9/2009
Mwinilunga,Kayipaka,12/9/2009
Mwinilunga,Salujinga,12/9/2009
Mwinilunga,Jimbe,12/9/2009
Mwinilunga,Kafweku,12/9/2009
Mwinilunga,Kawota,12/9/2009
Mwinilunga,Kamapanda,12/11/2009
Mwinilunga,Chibwika,12/11/2009
Mwinilunga,Chiwoma,12/11/2009
Mwinilunga,Kanzenzi,12/11/2009
Mwinilunga,Katuyola,12/12/2009
Mwinilunga,Nyangombe,12/12/2009
Mwinilunga,Sailunga,12/12/2009
Mwinilunga,Kazozu,12/12/2009
Mwinilunga,Chisengi sengi,12/12/2009
Mwinilunga,Tom ilunga,12/12/2009
Mwinilunga,Kapundu,12/14/2009
Mwinilunga,Kanyama,12/14/2009
Mwinilunga,Kakoma,12/14/2009
Mwinilunga,Lumwana west,12/14/2009
Mwinilunga,Musangila,12/16/2009
Mwinilunga,Lwawu,12/16/2009
Mwinilunga,Sakapoti,12/16/2009
Mwinilunga,Kanyihampa,1/6/2010
Mwinilunga,Lwawu,1/7/2010
Mwinilunga,Katuyola,1/18/2010
Mwinilunga,Nyangombe,1/18/2010
Mwinilunga,Sailunga,1/18/2010
Mwinilunga,Chisengi sengi,1/18/2010
Mwinilunga,Kazozu,1/18/2010
Mwinilunga,Tom ilunga,1/18/2010
Mwinilunga,Lumwana west,1/20/2010
Mwinilunga,Kakoma,1/20/2010
Mwinilunga,Kanyama,1/20/2010
Mwinilunga,Kapundu,1/20/2010
Mwinilunga,Mukangala,1/21/2010
Mwinilunga,Ikelenge,1/21/2010
Mwinilunga,Kayipaka,1/21/2010
Mwinilunga,Kawota,1/21/2010
Mwinilunga,Kafweku,1/21/2010
Mwinilunga,Jimbe,1/21/2010
Mwinilunga,Salujinga,1/21/2010
Mwinilunga,Musangila,1/21/2010
Mwinilunga,Sakapoti,1/23/2010
Mwinilunga,Chibwika,1/23/2010
Mwinilunga,Chiwoma,1/23/2010
Mwinilunga,Kanzenzi,1/23/2010
Mwinilunga,Kanyihampa,2/6/2010
Mwinilunga,Sakapoti,2/9/2010
Mwinilunga,Lwawu,2/9/2010
Mwinilunga,Musangila,2/9/2010
Mwinilunga,Chibwika,2/16/2010
Mwinilunga,Chiwoma,2/16/2010
Mwinilunga,Kanzenzi,2/16/2010
Mwinilunga,Mukangala,2/17/2010
Mwinilunga,Ikelenge,2/17/2010
Mwinilunga,Kayipaka,2/17/2010
Mwinilunga,Kawota,2/17/2010
Mwinilunga,Salujinga,2/17/2010
Mwinilunga,Jimbe,2/17/2010
Mwinilunga,Kafweku,2/17/2010
Mwinilunga,Nyangombe,2/22/2010
Mwinilunga,Sailunga,2/22/2010
Mwinilunga,Chisengi sengi,2/22/2010
Mwinilunga,Kazozu,2/22/2010
Mwinilunga,Tom ilunga,2/22/2010
Mwinilunga,Katuyola,2/25/2010
Mwinilunga,Kapundu,2/25/2010
Mwinilunga,Kakoma,2/25/2010
Mwinilunga,Kanyama,2/25/2010
Mwinilunga,Lumwana west,2/25/2010
Mwinilunga,Kanyihampa,3/3/2010
Mwinilunga,Lwawu,3/8/2010
Mwinilunga,Sachibondu,3/9/2010
Mwinilunga,Sailunga,3/11/2010
Mwinilunga,Chisengi sengi,3/11/2010
Mwinilunga,Kazozu,3/11/2010
Mwinilunga,Tom ilunga,3/11/2010
Mwinilunga,Katuyola,3/16/2010
Mwinilunga,Nyangombe,3/16/2010
Mwinilunga,Mukangala,3/18/2010
Mwinilunga,Ikelenge,3/18/2010
Mwinilunga,Kayipaka,3/18/2010
Mwinilunga,Salujinga,3/18/2010
Mwinilunga,Jimbe,3/18/2010
Mwinilunga,Kafweku,3/18/2010
Mwinilunga,Kawota,3/18/2010
Mwinilunga,Chibwika,3/22/2010
Mwinilunga,Chiwoma,3/22/2010
Mwinilunga,Kanzenzi,3/22/2010
Mwinilunga,Sakapoti,3/22/2010
Mwinilunga,Kapundu,3/24/2010
Mwinilunga,Kanyama,3/24/2010
Mwinilunga,Kakoma,3/24/2010
Mwinilunga,Lumwana west,3/24/2010
Mwinilunga,Kanyihampa,4/8/2010
Mwinilunga,Lwawu,4/9/2010
Mwinilunga,Jimbe,4/10/2010
Mwinilunga,Ikelenge,4/12/2010
Mwinilunga,Chiwoma,4/15/2010
Mwinilunga,Kanzenzi,4/15/2010
Mwinilunga,Sakapoti,4/16/2010
Mwinilunga,Sachibondu,4/16/2010
Nakonde,CHOZI H.C,4/8/2009
Nakonde,NAKONDE H.C,4/8/2009
Nakonde,NAKONDE H.C,4/8/2009
Nakonde,NAKONDE H.C,4/14/2009
Nakonde,NAKONDE H.C,4/14/2009
Nakonde,MWENZO H.C,4/14/2009
Nakonde,CHANKA H.C,4/17/2009
Nakonde,WAITWIKA H.C,4/23/2009
Nakonde,NTATUMBILA H.C,4/23/2009
Nakonde,CHILOLWA H.C,4/25/2009
Nakonde,SHEM H.C,4/25/2009
Nakonde,MWENZO H.C,5/3/2009
Nakonde,NAKONDE H.C,5/8/2009
Nakonde,MWENZO H.C,5/11/2009
Nakonde,MWENZO H.C,5/11/2009
Nakonde,NAKONDE H.C,5/11/2009
Nakonde,NAKONDE H.C,5/13/2009
Nakonde,WAITWIKA H.C,5/15/2009
Nakonde,CHOZI H.C,5/15/2009
Nakonde,CHILOLWA H.C,5/18/2009
Nakonde,SHEM H.C,5/19/2009
Nakonde,CHOZI H.C,5/20/2009
Nakonde,NTATUMBILA H.C,5/20/2009
Nakonde,CHANKA H.C,5/28/2009
Nakonde,CHANKA H.C,5/28/2009
Nakonde,CHANKA H.C,6/1/2009
Nakonde,SHEM H.C,6/1/2009
Nakonde,CHILOLWA H.C,6/1/2009
Nakonde,WAITWIKA H.C,6/1/2009
Nakonde,CHOZI H.C,6/2/2009
Nakonde,NTATUMBILA H.C,6/2/2009
Nakonde,NTATUMBILA H.C,6/15/2009
Nakonde,MWENZO H.C,6/16/2009
Nakonde,SHEM H.C,6/17/2009
Nakonde,CHANKA H.C,6/17/2009
Nakonde,WAITWIKA H.C,6/18/2009
Nakonde,CHILOLWA H.C,6/18/2009
Nakonde,NAKONDE H.C,6/19/2009
Nakonde,WAITWIKA H.C,7/6/2009
Nakonde,CHILOLWA H.C,7/6/2009
Nakonde,MWENZO H.C,7/6/2009
Nakonde,CHOZI H.C,7/7/2009
Nakonde,NTATUMBILA H.C,7/7/2009
Nakonde,CHANKA H.C,7/8/2009
Nakonde,SHEM H.C,7/8/2009
Nakonde,NAKONDE H.C,7/13/2009
Nakonde,NAKONDE H.C,7/14/2009
Nakonde,MWENZO H.C,7/17/2009
Nakonde,WAITWIKA H.C,7/20/2009
Nakonde,CHILOLWA H.C,7/20/2009
Nakonde,CHOZI H.C,7/22/2009
Nakonde,NTATUMBILA H.C,7/22/2009
Nakonde,CHANKA H.C,7/24/2009
Nakonde,SHEM H.C,7/24/2009
Nakonde,NAKONDE H.C,8/17/2009
Nakonde,NAKONDE H.C,8/19/2009
Nakonde,MWENZO H.C,8/20/2009
Nakonde,CHILOLWA H.C,8/21/2009
Nakonde,WAITWIKA H.C,8/24/2009
Nakonde,SHEM H.C,8/25/2009
Nakonde,CHOZI H.C,8/26/2009
Nakonde,CHANKA H.C,8/28/2009
Nakonde,NTATUMBILA H.C,8/31/2009
Nakonde,NAKONDE H.C,9/8/2009
Nakonde,NAKONDE H.C,9/10/2009
Nakonde,NAKONDE H.C,9/14/2009
Nakonde,MWENZO H.C,9/15/2009
Nakonde,NTATUMBILA H.C,9/18/2009
Nakonde,WAITWIKA H.C,9/21/2009
Nakonde,CHILOLWA H.C,9/23/2009
Nakonde,SHEM H.C,9/25/2009
Nakonde,CHANKA H.C,9/28/2009
Nakonde,CHOZI H.C,9/29/2009
Nakonde,MWENZO H.C,10/8/2009
Nakonde,NAKONDE H.C,10/9/2009
Nakonde,NAKONDE H.C,10/12/2009
Nakonde,MWENZO H.C,10/13/2009
Nakonde,WAITWIKA H.C,10/16/2009
Nakonde,SHEM H.C,10/19/2009
Nakonde,CHILOLWA H.C,10/21/2009
Nakonde,CHANKA H.C,10/22/2009
Nakonde,CHOZI H.C,10/23/2009
Nakonde,NTATUMBILA H.C,10/27/2009
Nakonde,NAKONDE H.C,11/9/2009
Nakonde,MWENZO H.C,11/12/2009
Nakonde,NAKONDE H.C,11/13/2009
Nakonde,MWENZO H.C,11/17/2009
Nakonde,NTATUMBILA H.C,11/18/2009
Nakonde,SHEM H.C,11/20/2009
Nakonde,WAITWIKA H.C,11/23/2009
Nakonde,CHOZI H.C,11/25/2009
Nakonde,CHILOLWA H.C,11/26/2009
Nakonde,CHANKA H.C,11/30/2009
Nakonde,NAKONDE H.C,12/7/2009
Nakonde,MWENZO H.C,12/10/2009
Nakonde,NAKONDE H.C,12/11/2009
Nakonde,NTATUMBILA H.C,12/18/2009
Nakonde,WAITWIKA H.C,12/21/2009
Nakonde,CHOZI H.C,12/24/2009
Nakonde,SHEM H.C,12/25/2009
Nakonde,CHILOLWA H.C,12/28/2009
Nakonde,CHANKA H.C,12/29/2009
Nakonde,MWENZO H.C,12/30/2009
Nakonde,MWENZO H.C,1/4/2010
Nakonde,MWENZO H.C,1/5/2010
Nakonde,CHANKA H.C,1/8/2010
Nakonde,NAKONDE H.C,1/9/2010
Nakonde,NAKONDE H.C,1/12/2010
Nakonde,SHEM H.C,1/14/2010
Nakonde,CHANKA H.C,1/19/2010
Nakonde,MWENZO H.C,1/22/2010
Nakonde,CHILOLWA H.C,1/28/2010
Nakonde,CHOZI H.C,1/28/2010
Nakonde,"NTATUMBILA H,C",1/28/2010
Nakonde,WAITWIKA H.C,1/29/2010
Nakonde,NAKONDE H.C,2/8/2010
Nakonde,SHEM H.C,2/8/2010
Nakonde,MWENZO H.C,2/10/2010
Nakonde,NAKONDE H.C,2/11/2010
Nakonde,MWENZO H.C,2/12/2010
Nakonde,NTATUMBILA H.C,2/16/2010
Nakonde,WAITWIKA H.C,2/17/2010
Nakonde,SHEM H.C,2/18/2010
Nakonde,CHOZI H.C,2/19/2010
Nakonde,CHANKA H.C,2/22/2010
Nakonde,CHILOLWA,2/23/2010
Nakonde,NTATUMBILA,2/26/2010
Nakonde,MWENZO,2/26/2010
Nakonde,CHOZI,2/26/2010
Nakonde,WAITWIKA H.C,2/26/2010
Nakonde,CHOZI H.C,3/2/2010
Nakonde,SHEM H.C,3/2/2010
Nakonde,NTATUMBILA H.C,3/3/2010
Nakonde,CHANKA H.C,3/4/2010
Nakonde,MWENZO H.C,3/4/2010
Nakonde,WAITWIKA H.C,3/5/2010
Nakonde,CHILOLWA H.C,3/5/2010
Nakonde,NAKONDE H.C,3/6/2010
Nakonde,NAKONDE H.C,3/10/2010
Nakonde,MWENZO H.C,3/11/2010
Nakonde,WATWIKA H.C,3/12/2010
Nakonde,SHEM H.C,3/14/2010
Nakonde,NTATUMBILA H.C,3/15/2010
Nakonde,CHANKA H.C,3/16/2010
Nakonde,CHILOLWA H.C,3/18/2010
Nakonde,CHOZI H.C,3/19/2010
Nakonde,CHOZI H.C,4/1/2010
Nakonde,WAITWIKA H.C,4/3/2010
Nakonde,NTATUMBILA H.C,4/5/2010
Nakonde,CHILOLWA H.C,4/5/2010
Nakonde,SHEM H.C,4/5/2010
Nakonde,NAKONDE H.C,4/6/2010
Nakonde,CHANKA H.C,4/6/2010
Nakonde,MWENZO H.C,4/12/2010
Nakonde,NAKONDE H.C,4/13/2010
Nakonde,MWENZO H.C,4/15/2010
Nakonde,SHEM H.C,4/16/2010
Nakonde,WAITWIKA,4/19/2010
Nakonde,NTATUMBILA HC,4/20/2010
Nakonde,CHANKA H.C,4/22/2010
Nakonde,CHILOLWA H.C,4/23/2010
Nakonde,CHOZI H.C,4/26/2010
Shang'ombo,Silowana,6/2/2009
Shang'ombo,Silowana,6/5/2009
Shang'ombo,Mbanda,6/9/2009
Shang'ombo,Nalwashi,6/9/2009
Shang'ombo,Shang’ombo,6/15/2009
Shang'ombo,Mulonga,6/15/2009
Shang'ombo,Sitoti,6/15/2009
Shang'ombo,Mutomena,6/15/2009
Shang'ombo,Nangweshi,6/17/2009
Shang'ombo,Sioma,6/18/2009
Shang'ombo,Kaanja,6/18/2009
Shang'ombo,Mbanda,6/18/2009
Shang'ombo,Mulonga,6/18/2009
Shang'ombo,Nalwashi,6/18/2009
Shang'ombo,Nangweshi,6/18/2009
Shang'ombo,Sitoti,6/18/2009
Shang'ombo,Nangweshi,6/22/2009
Shang'ombo,Sioma,6/23/2009
Shang'ombo,Kaanja RHC,7/10/2009
Shang'ombo,Sioma,7/18/2009
Shang'ombo,Nangweshi,7/29/2009
Shang'ombo,Sioma,7/29/2009
Shang'ombo,Sitoti,7/29/2009
Shang'ombo,Sioma,8/4/2009
Shang'ombo,Silowana,8/4/2009
Shang'ombo,Sitoti,8/4/2009
Shang'ombo,Nangweshi,8/4/2009
Shang'ombo,Nalwashi,8/4/2009
Shang'ombo,Sipuma,8/4/2009
Shang'ombo,Kaunga Mashi,8/4/2009
Shang'ombo,Sinjembela,8/4/2009
Shang'ombo,Shangombo,8/4/2009
Shang'ombo,Kaanja,8/4/2009
Shang'ombo,Mbanda,8/4/2009
Shang'ombo,Mulonga,8/4/2009
Shang'ombo,Mutomena,8/4/2009
Shang'ombo,Sipuma,8/15/2009
Shang'ombo,Sioma,8/15/2009
Shang'ombo,Mulonga,8/16/2009
Shang'ombo,Sioma,9/7/2009
Shang'ombo,Silowana,9/7/2009
Shang'ombo,Sitoti,9/7/2009
Shang'ombo,Nangweshi,9/7/2009
Shang'ombo,Nalwashi,9/7/2009
Shang'ombo,Sipuma,9/7/2009
Shang'ombo,Kaunga Mashi,9/7/2009
Shang'ombo,Sinjembela,9/7/2009
Shang'ombo,Shangombo,9/7/2009
Shang'ombo,Kaanja,9/7/2009
Shang'ombo,Mbanda,9/7/2009
Shang'ombo,Mulonga,9/7/2009
Shang'ombo,Mutomena,9/7/2009
Shang'ombo,Sipuma,9/13/2009
Shang'ombo,Mulonga,9/13/2009
Shang'ombo,Mutomena,9/16/2009
Shang'ombo,Shangombo,9/17/2009
Shang'ombo,Sioma,10/5/2009
Shang'ombo,Silowana,10/5/2009
Shang'ombo,Sitoti,10/5/2009
Shang'ombo,Nangweshi,10/5/2009
Shang'ombo,Nalwashi,10/6/2009
Shang'ombo,Sipuma,10/9/2009
Shang'ombo,Kaunga Mashi,10/9/2009
Shang'ombo,Shangombo,10/10/2009
Shang'ombo,Sinjembela,10/12/2009
Shang'ombo,Nangweshi,10/26/2009
Shang'ombo,Sitoti,10/26/2009
Shang'ombo,Silowana,10/26/2009
Shang'ombo,Sioma,10/27/2009
Shang'ombo,Kaanja,10/27/2009
Shang'ombo,Mbanda,10/27/2009
Shang'ombo,Mulonga,10/28/2009
Shang'ombo,Mutomena,10/28/2009
Shang'ombo,Sipuma,10/29/2009
Shang'ombo,Shangombo,10/30/2009
Shang'ombo,Nangweshi,11/10/2009
Shang'ombo,Silowana,11/10/2009
Shang'ombo,Sitoti,11/10/2009
Shang'ombo,Nalwashi,11/10/2009
Shang'ombo,Shangombo,11/11/2009
Shang'ombo,Sipuma,11/11/2009
Shang'ombo,Kaunga Mashi,11/12/2009
Shang'ombo,Shangombo,11/22/2009
Shang'ombo,Sinjembela,11/22/2009
Shang'ombo,Nangweshi,11/22/2009
Shang'ombo,Sitoti,11/22/2009
Shang'ombo,Silowana,11/22/2009
Shang'ombo,Sioma,11/22/2009
Shang'ombo,Kaanja,11/22/2009
Shang'ombo,Kaanja,11/25/2009
Shang'ombo,Mbanda,11/26/2009
Shang'ombo,Mulonga,11/27/2009
Shang'ombo,Mutomena,11/27/2009
Shang'ombo,Nangweshi,12/15/2009
Shang'ombo,Sioma,12/15/2009
Shang'ombo,Sitoti,12/15/2009
Shang'ombo,Nalwashi,12/15/2009
Shang'ombo,Sinjembela,12/17/2009
Shang'ombo,Sipuma,12/18/2009
Shang'ombo,Kaunga Mashi,12/19/2009
Shang'ombo,Mbanda,12/20/2009
Shang'ombo,Sioma,1/6/2010
Shang'ombo,Nalwashi,1/8/2010
Shang'ombo,Mulonga,1/9/2010
Shang'ombo,Silowana,1/9/2010
Shang'ombo,Sitoti,1/11/2010
Shang'ombo,Nangweshi,1/12/2010
Shang'ombo,Kaanja,1/13/2010
Shang'ombo,Nalwashi,1/14/2010
Shang'ombo,Kaunga mashi,1/15/2010
Shang'ombo,Sipuma,1/16/2010
Shang'ombo,Mutomena,1/17/2010
Shang'ombo,Mulonga,1/18/2010
Shang'ombo,Mbanda,1/19/2010
Shang'ombo,Sitoti,1/25/2010
Shang'ombo,Mutomena,1/26/2010
Shang'ombo,Nangweshi,2/8/2010
Shang'ombo,Kaanja,2/8/2010
Shang'ombo,Sioma,2/9/2010
Shang'ombo,Nalwashi,2/10/2010
Shang'ombo,Silowana,2/10/2010
Shang'ombo,Mulonga,2/10/2010
Shang'ombo,Sitoti,2/11/2010
Shang'ombo,Mutomena,2/12/2010
Shang'ombo,Kaanja,2/13/2010
Shang'ombo,Nalwashi,2/14/2010
Shang'ombo,Kaunga mashi,2/15/2010
Shang'ombo,Sipuma,2/15/2010
Shang'ombo,Mutomena,2/17/2010
Shang'ombo,Mulonga,2/18/2010
Shang'ombo,Mbanda,2/19/2010
Shang'ombo,Sitoti,2/25/2010
Shang'ombo,Nangweshi,2/26/2010
Shang'ombo,Sioma,3/24/2010
Shang'ombo,Nangweshi,3/24/2010
Shang'ombo,Sioma,4/21/2010
